Genre,Description,original_index,unique_index
"Family,Adventure",The rugged Canadian wilderness is the backdrop to this story of a dog separated from his owner.,3165,3150
"Comedy,Crime,Thriller",TV writer Elliott Nash buries a blackmailer under the new gazebo in his suburban backyard. But the nervous man can't let the body rest there.,3166,3151
"Adventure,Drama,Family","The story of three pets, a cat and two dogs, who lose their owners when they are all on vacation. Can they find their way home?",3167,3152
"Comedy,Musical,Romance","Chinese stowaway Mei Li (Miyoshi Umeki) arrives in San Francisco with her father to meet her fiancé, wealthy nightclub owner Sammy Fong (Jack Soo), in an arranged marriage, but the groom ...",3168,3153
Family,"In the 1850's, a young boy and his family on their way West become stranded in the Rockies. With the help of a local mountain man, a Sioux medicine man, and a legendary bear knows as '...",3169,3154
"Comedy,Drama,Romance","A former radio DJ, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake.",3170,3155
"Biography,Drama,Family",Biopic about the great college football coach Paul 'Bear' Bryant of the University of Alabama.,3171,3156
"Family,Adventure",Misadventures of a mischievous boy in 1850 Missouri.,3172,3157
"Adventure,Drama,Family",Laddie (Son of Lassie !) and his master are trapped in Norway during WW2 - has he inherited his mothers famous courage ?,3173,3158
Comedy,"George Marshall directed this breezy romantic comedy starring Tony Randall and Debbie Reynolds. Randall plays Lorenzo Charlton, a stuffy tax investigator sent to the farm of Pop Larkin (Paul Douglas) and Ma Larkin (Una Merkel) to find out why they haven't been paying taxes. He discovers that the Larkins, instead of money, use a homegrown barter system. Their complex economic network causes Lorenzo to drink one home brew too many. Awakening from a hangover, he sees a vision of loveliness before,him -- the Larkin's spunky daughter Mariette (Debbie Reynolds). Enraptured by Mariette, he decides to stick around and help the family out of their onerous tax burden. Further research reveals an ancestral claim dating to the Civil War -- in reality, the government owes the Larkins $14 million.",3174,3159
"Comedy,Musical,Romance","Sailor Danny Xavier Smith and two other gobs try to save his sister Susan's virtue. She wants to get a role in the show 'Hit the Deck'. After wrecking the producers hotel suite, they land ...",3175,3160
"Adventure,Family,Sci-Fi","A scientist is nearly assassinated. In order to save him, a submarine is shrunken to microscopic size and injected into his blood stream with a small crew. Problems arise almost as soon as they enter the bloodstream.",3176,3161
"Comedy,Drama,Romance","At breakfast, Jane announces that she and Ralph are getting married the next week. All Jane and Ralph want is a small wedding with the immediate family and no reception. This is because ...",3177,3162
"Adventure,Comedy,Family","Shadow, Sassy, and Chance have to find their way home after they become stranded at the San Francisco International Airport as their owners fly to Canada on vacation.",3178,3163
"Adventure,Comedy,Drama","Paulie, a talking parrot, recounts his travels looking for his original owner to a Russian janitor who helps him to the end of his journey.",3179,3164
"Adventure,Drama,Family","The true story of how a marine sea lion named Andre befriended a little girl and her family, circa 1962.",3180,3165
"Comedy,Drama",Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.,3181,3166
"Drama,Family,Musical","In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing antisemitic sentiment threatens his village.",3182,3167
"Adventure,Family","When a cougar raised by a group of loggers in the Pacific Northwest reverts to its natural instincts, the consequence could threaten its life.",3183,3168
"Family,Adventure,Drama","In this version of 'Heidi,' a young Swiss girl is sent off to boarding school at the beginning of World War I.",3184,3169
"Adventure,Comedy,Family","Two carefree castaways on a desert shore find an Arabian Nights city, where they compete for the luscious Princess Shalmar.",3185,3170
"Adventure,Comedy,Family",A hapless carnival performer masquerades as the court jester as part of a plot against an evil ruler who has overthrown the rightful king.,3186,3171
"Comedy,Drama,Family","A widower, his three young kids and a bombshell nanny get to know each other better when circumstances have them living together aboard a badly neglected houseboat.",3187,3172
"Action,Adventure,Drama",An ex-pirate contends with rowdy buccaneers and a love-hate relationship with an aristocratic woman who's tougher than she seems.,3188,3173
"Animation,Action,Adventure",Continues the adventure of Hiccup Horrendous Haddock III and his dragon Toothless.,3189,3174
"Animation,Adventure,Comedy","Prehistoric family The Croods are back to their old shenanigans in a dangerous, strange new world.",3190,3175
"Comedy,Musical","Grainbelt University has one attraction for Dobie Gillis - women, especially Pansy Hammer. Pansy's father, even though and maybe because she says she's in dreamville, does not share her ...",3191,3176
"Drama,Family,Fantasy","10-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie - a seal ...",3192,3177
Comedy,"Having decided to ditch the city in favor of the suburbs, a newly formed family purchases a quaint 'fixer-upper' that proves to be more trouble than they could have ever anticipated in a rollicking family comedy that's half sequel to Are We There Yet?, and half remake of Mr. Blandings Builds His Dream House. Nick (Ice Cube) and Suzanne (Nia Long) have tied the knot, and now the couple is looking for a suitable home in which to raise their family. What better place to bring up adolescents Lindsey,(Aleisha Allen) and Kevin (Philip Daniel Bolden) than a quiet house in the suburbs? Despite their outward excitement at the prospect of moving into their very own home, the family soon discovers that dreams don't come easy as eccentric contractor Chuck Mitchell (John C. McGinley) clashes with the head of the family while forming a frustratingly close bond with his wife and two step-children. As the promising fixer-upper begins to pose a serious threat to the burgeoning family's bank account, Nick gradually begins to realize that the suburban dream doesn't come cheap.",3193,3178
"Comedy,Family","A college student experiences difficulty in getting home for Christmas after being hazed by his friends. While struggling to get home in time for Christmas, he learns quite a bit about ...",3194,3179
"Comedy,Family",Two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space.,3195,3180
"Comedy,Family,Fantasy",A 14-year-old orphan becomes an NBA superstar after trying on a pair of sneakers with the faded initials 'M.J.' inside.,3196,3181
"Comedy,Drama,Family","Working class New York bus driver Ralph Kramden is always coming up with get-rich-quick schemes for him and his best friend, Ed Norton, who's always around to help him get in (and out of) trouble.",3197,3182
"Comedy,Musical,Romance","Charlie Reader is a successful theater agent. He is also successful with young ladies. One day he is visited by his old friend Joe, married with three children. Joe falls in love with ...",3198,3183
"Adventure,Family",A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.,3199,3184
